Name	Activity	IC50	pIC50	logS	apol	ast_fraglike	ast_fraglike_ext	ast_violation	ast_violation_ext	a_acc	a_acid	a_aro	a_base	a_count	a_don	a_donacc	a_heavy	a_hyd	a_IC	a_ICM	a_nB	a_nBr	a_nC	a_nCl	a_nF	a_nH	a_nI	a_nN	a_nO	a_nP	a_nS	balabanJ	BCUT_PEOE_0	BCUT_PEOE_1	BCUT_PEOE_2	BCUT_PEOE_3	BCUT_SLOGP_0	BCUT_SLOGP_1	BCUT_SLOGP_2	BCUT_SLOGP_3	BCUT_SMR_0	BCUT_SMR_1	BCUT_SMR_2	BCUT_SMR_3	bpol	b_1rotN	b_1rotR	b_ar	b_count	b_double	b_heavy	b_max1len	b_rotN	b_rotR	b_single	b_triple	chi0	chi0v	chi0v_C	chi0_C	chi1	chi1v	chi1v_C	chi1_C	chiral	chiral_u	density	diameter	FCharge	GCUT_PEOE_0	GCUT_PEOE_1	GCUT_PEOE_2	GCUT_PEOE_3	GCUT_SLOGP_0	GCUT_SLOGP_1	GCUT_SLOGP_2	GCUT_SLOGP_3	GCUT_SMR_0	GCUT_SMR_1	GCUT_SMR_2	GCUT_SMR_3	Kier1	Kier2	Kier3	KierA1	KierA2	KierA3	KierFlex	lip_acc	lip_don	lip_druglike	lip_violation	logP(o/w)	mr	mutagenic	nmol	opr_brigid	opr_leadlike	opr_nring	opr_nrot	opr_violation	PC+	PC-	PEOE_PC+	PEOE_PC-	PEOE_RPC+	PEOE_RPC-	PEOE_VSA+0	PEOE_VSA+1	PEOE_VSA+2	PEOE_VSA+3	PEOE_VSA+4	PEOE_VSA+5	PEOE_VSA+6	PEOE_VSA-0	PEOE_VSA-1	PEOE_VSA-2	PEOE_VSA-3	PEOE_VSA-4	PEOE_VSA-5	PEOE_VSA-6	PEOE_VSA_FHYD	PEOE_VSA_FNEG	PEOE_VSA_FPNEG	PEOE_VSA_FPOL	PEOE_VSA_FPOS	PEOE_VSA_FPPOS	PEOE_VSA_HYD	PEOE_VSA_NEG	PEOE_VSA_PNEG	PEOE_VSA_POL	PEOE_VSA_POS	PEOE_VSA_PPOS	petitjean	petitjeanSC	Q_PC+	Q_PC-	Q_RPC+	Q_RPC-	Q_VSA_FHYD	Q_VSA_FNEG	Q_VSA_FPNEG	Q_VSA_FPOL	Q_VSA_FPOS	Q_VSA_FPPOS	Q_VSA_HYD	Q_VSA_NEG	Q_VSA_PNEG	Q_VSA_POL	Q_VSA_POS	Q_VSA_PPOS	radius	reactive	rings	RPC+	RPC-	rsynth	SlogP	SlogP_VSA0	SlogP_VSA1	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA5	SlogP_VSA6	SlogP_VSA7	SlogP_VSA8	SlogP_VSA9	SMR	SMR_VSA0	SMR_VSA1	SMR_VSA2	SMR_VSA3	SMR_VSA4	SMR_VSA5	SMR_VSA6	SMR_VSA7	TPSA	VAdjEq	VAdjMa	VDistEq	VDistMa	vdw_area	vdw_vol	vsa_acc	vsa_acid	vsa_base	vsa_don	vsa_hyd	vsa_other	vsa_pol	Weight	weinerPath	weinerPol	zagreb
DOXAZOSIN	1	2.5	5.6020598	-5.05583	66.659828	0	0	2	3	7	0	16	0	58	1	8	33	20	96.405289	1.6621602	0	0	23	0	0	25	0	5	5	0	0	1.1228069	-2.7165072	-0.56834251	0.59624439	2.6708164	-2.8759196	-0.54868025	0.63331282	2.5313928	-2.4353869	-0.40038866	0.75636977	2.9382498	41.892174	5	0.13513513	17	62	1	37	2	5	0.13513513	44	0	22.949018	18.484432	14.076985	15.551678	16.067213	10.685696	5.4289742	7.0244045	1	1	0.77297896	18	0	-0.84266353	-0.41987026	0.042103767	2.7588971	-1.3348329	-0.41458052	0.10306808	2.7731667	-0.50646913	-0.197653	0.16144761	3.024482	24.68371	10.947668	5.2593136	18.486128	8.1197281	3.8732514	4.5485554	10	2	1	0	0.97974002	12.012991	1	1	28	0	5	7	3	6.5560002	-6.5599999	3.1087506	-3.1087506	0.082120582	0.11107995	122.0347	102.69318	62.262665	4.9049287	15.681574	12.949531	0	49.019615	24.509808	0	0	11.365152	20.21804	10.015024	0.83879572	0.26426381	0.09548448	0.16120428	0.73573619	0.065719791	365.4249	115.12764	41.598217	70.229324	320.52658	28.631105	0.5	1	6.5560002	-6.5599999	0.10982306	0.13719513	0.47669896	0.26426381	0.09548448	0.52330101	0.73573619	0.42781654	207.67592	115.12764	41.598217	227.9783	320.52658	186.38008	9	0	5	0.10982306	0.13719513	1	1.7178	80.021049	41.954155	30.330866	94.68457	0	70.767738	0	110.57621	0	25.200726	12.22004	23.862217	80.694923	3.1243138	27.442362	8.9441147	138.75629	99.943352	70.767738	112.27	0.35823497	6.2094536	3.9000766	9.7593842	435.65421	584.08185	34.947098	0	0	17.742489	320.625	39.821667	52.689587	451.483	3556	59	180
H345_32	1	0.089100003	7.0501223	-3.2242701	67.367378	0	0	2	3	5	0	6	1	62	1	6	30	20	94.688148	1.5272282	0	0	22	0	0	32	0	3	5	0	0	1.4093788	-2.7882087	-0.51921433	0.55905181	2.8403943	-3.5206077	-0.51443082	0.54530233	2.6387138	-2.5958931	-0.3663204	0.64629102	3.0360038	45.648624	6	0.1875	6	64	1	32	5	9	0.28125	56	1	21.725405	17.965834	14.491199	15.449383	14.21366	10.495961	6.5208569	7.4907312	3	3	0.72871107	18	1	-0.87404412	-0.36292866	0.036049228	3.0036447	-2.260258	-0.36398306	0.093782693	2.8763969	-0.62988859	-0.21407333	0.11821344	3.1855528	24.638672	11.227654	8.1384087	20.53034	9.29352	6.7047877	6.359971	8	2	1	0	1.67	11.295863	0	1	17	1	3	8	0	6.3779998	-5.3790002	3.7091796	-2.7091796	0.098091029	0.14168791	68.642342	131.62175	54.291759	0	10.324173	0	27.818523	113.96396	0	0	17.742489	13.566921	2.503756	12.775052	0.8522045	0.35422376	0.063641883	0.14779551	0.64577621	0.084153637	386.2623	160.55219	28.84573	66.988426	292.69855	38.142696	0.5	1	6.3779998	-5.3790002	0.12229539	0.17828593	0.55729109	0.21093807	0.10278686	0.44270888	0.7890619	0.33992204	252.59261	95.607834	46.588219	200.65813	357.64288	154.0699	9	0	3	0.12229539	0.17828593	0.53333336	0.591084	39.50943	10.44095	41.405724	160.78525	3.185575	0	0	70.572739	18.868406	129.08369	10.93075	48.986305	70.568787	0	44.436699	0	89.441139	120.44079	99.978043	96.459999	0.37005648	6	3.9158766	9.4775066	453.25073	574.32092	36.316921	0	0	0	326.86646	42.002773	49.883842	418.51398	2926	45	154
MEFLOQUINE	1	5.5	5.2596374	-4.5071602	47.59948	0	0	2	3	2	0	10	1	43	1	3	26	23	76.845871	1.7871133	0	0	17	0	6	17	0	2	1	0	0	1.8653611	-2.7801654	-0.50160486	0.62621433	2.7874463	-3.4196818	-0.47898147	0.65692502	2.7300479	-2.5807784	-0.40810493	0.72968906	2.9828618	27.122519	2	0.071428575	11	45	0	28	4	4	0.14285715	34	0	19.11252	13.532093	9.7925291	10.698306	12.087354	8.1825113	5.601624	6.7852583	2	0	0.9012295	10	1	-0.86746746	-0.33719581	0.12513001	2.8234236	-2.2476563	-0.28870773	0.26019999	2.8526297	-0.63568562	-0.20075694	0.16345519	3.0313387	20.727041	7.7879934	4.54321	16.841908	6.2724204	3.6359725	4.0630589	3	3	1	0	4.2745199	8.3909264	0	1	17	1	3	4	0	6.1339998	-5.1339998	3.1917276	-2.1917276	0.1360517	0.17392564	36.502171	56.223503	14.750441	0	10.324173	0	35.329029	44.120975	24.509808	0	71.451813	5.6825762	0	7.7675405	0.80726886	0.50065774	0.043859739	0.19273113	0.49934229	0.14887139	247.55872	153.53271	13.450116	59.103317	153.12932	45.653202	0.5	1	6.1339998	-5.1339998	0.18976198	0.17647059	0.4831512	0.45111105	0.2768583	0.5168488	0.54888898	0.23999049	148.16412	138.33862	84.901932	158.49789	168.32341	73.59597	5	0	3	0.18976198	0.17647059	1	4.1402001	43.395977	16.78553	3.9819686	18.439579	9.1278973	0	15.519032	75.289841	63.073864	89.760681	8.1483202	0	149.94218	15.519032	19.578516	4.7171016	127.17796	18.439579	0	49.73	0.41210872	5.8073549	3.1172276	9.1598768	306.66202	420.89612	5.6825762	0	5.6825762	5.6825762	255.68459	0	24.932074	379.32397	1491	45	142
TRIFLUOPERAZINE	1	0.234	6.630784	-4.8943601	62.167618	0	0	1	2	0	0	12	2	54	0	0	28	25	86.804054	1.6074824	0	0	21	0	3	26	0	3	0	0	1	1.3973571	-2.8213539	-0.51729244	0.69872659	2.8266432	-3.6424096	-0.54699212	0.64058173	2.6087697	-2.64253	-0.45047569	0.71670818	2.9931033	38.932381	4	0.12903225	12	57	0	31	5	5	0.16129032	45	0	19.725405	16.79705	12.991199	14.286246	13.414835	10.638284	5.8153839	7.4048314	0	0	0.77384543	13	2	-0.88793671	-0.34446228	0.065946907	2.9174368	-2.2814679	-0.26878288	0.19414346	2.8900704	-0.64220381	-0.19340947	0.1443935	3.1250949	21.240376	9.0133333	5.0237813	18.126457	7.6444607	4.2420778	4.9488215	3	2	1	0	4.4917598	10.862494	0	1	22	1	4	6	0	6.9050002	-4.9039998	3.8198822	-1.8198823	0.10928881	0.1816158	60.723488	123.94727	52.769299	0	0	0	26.283527	61.274521	44.270424	0	35.725906	0	0	0	0.93510151	0.3488217	0	0.064898491	0.6511783	0.064898491	378.71091	141.27086	0	26.283527	263.7236	26.283527	0.46153846	0.85714287	6.9050002	-4.9039998	0.1685735	0.19555464	0.54527104	0.35427496	0.13700564	0.45472893	0.64572501	0.3177233	220.83176	143.47939	55.486526	184.16269	261.51505	128.67616	7	0	4	0.1685735	0.19555464	1	2.4229	9.372942	0	0	110.63747	3.185575	35.998657	7.7595162	123.50229	18.868406	82.613373	10.59344	6.2486277	44.880341	13.985298	3.185575	5.513495	142.3707	110.63747	65.11673	12.12	0.39893496	5.9541965	3.5020404	9.3301401	404.99445	529.20129	0	0	0	0	370.67334	0	0	409.51999	2075	46	152
artemisin	0	110	3.9586072	-2.2457099	41.610275	1	1	0	0	3	0	0	0	37	1	4	19	13	51.087765	1.3807504	0	0	15	0	0	18	0	0	4	0	0	1.9638245	-2.7705767	-0.44800454	0.46287307	2.8503888	-2.7877748	-0.38454401	0.45846769	2.8333137	-2.5354719	-0.31615436	0.59451956	3.0825322	23.509726	0	0	0	39	4	21	3	0	0	35	0	13.947229	11.343167	9.6712084	10.240123	8.8488598	6.6834593	5.5771856	6.3003125	5	5	0.75292057	7	0	-0.79568392	-0.40702605	0.015000119	2.9005439	-0.88375354	-0.2966297	0.0091322148	2.9184558	-0.53025752	-0.19449544	0.13330893	3.1333518	13.959184	4.5	1.9192003	11.552443	3.6822698	1.5566326	2.2389057	4	1	1	0	1.624	6.9106321	0	1	15	1	3	0	0	3.073	-3.0739999	1.5187408	-1.5187408	0.17515565	0.25768417	55.45002	26.871401	0	8.458519	10.324173	14.708499	0	44.120975	49.750259	0	0	0	27.133842	10.271297	0.74730641	0.5312919	0.15138327	0.25269362	0.46870813	0.10131035	184.65117	131.27637	37.40514	62.437809	115.81261	25.032671	0.42857143	0.75	3.073	-3.0739999	0.21444842	0.22121015	0.61483663	0.26845399	0.20991863	0.3851634	0.73154598	0.17524476	151.91936	66.332024	51.86858	95.169632	180.75696	43.301048	4	1	3	0.21444842	0.22121015	0.47368422	1.3904001	25.385227	13.433075	71.661621	0	8.8215923	6.37115	0	35.286369	18.868406	99.978043	6.8111801	58.724319	25.385227	8.8215923	19.308449	0	54.154774	13.433075	99.978043	63.599998	0.51875818	5.3923173	2.6350486	8.2545147	247.08899	348.38333	27.133842	0	0	0	161.40202	25.670774	40.700764	262.30499	584	38	110
isobutylmethylxanthine	1	10	5	-1.52507	32.939102	0	0	1	1	4	0	5	0	30	2	6	16	6	50.684467	1.6894822	0	0	10	0	0	14	0	4	2	0	0	2.1647062	-2.6355808	-0.352211	0.25488445	2.6019008	-2.6979113	-0.27066952	0.41260213	2.6260989	-2.3770247	-0.10793693	0.38909233	2.8704655	23.160898	2	0.11764706	5	31	2	17	4	2	0.11764706	24	0	11.869879	9.5199451	6.8618073	7.3009648	7.5197444	5.1495466	2.0629489	2.2296154	0	0	0.77063358	7	0	-0.82485032	-0.39052066	-0.046584655	2.4896874	-1.0021286	-0.27222094	0.029901287	2.4757307	-0.52893347	-0.14982331	0.03502591	2.7457809	12.456747	4.704	2.2041523	8.8106642	3.2424724	1.490041	1.7855209	6	1	1	0	0.31900001	5.8121748	0	1	10	1	2	2	0	2.7850001	-2.7850001	1.7571954	-1.7571954	0.18969177	0.19286783	87.615646	21.236927	10.964937	19.809576	0	12.949531	17.440542	0	37.495354	0	0	19.249496	13.566921	0.13689101	0.73658049	0.29296747	0.13703947	0.26341948	0.7070325	0.12638001	177.12244	70.448662	32.953308	63.343384	170.01717	30.390074	0.42857143	0.75	2.7850001	-2.7850001	0.25673249	0.20466787	0.47540724	0.16433091	0.16433091	0.52459276	0.8356691	0.36026186	114.31919	39.515968	39.515968	126.14663	200.94986	86.630661	4	0	2	0.25673249	0.20466787	1	1.0777	3.1243138	29.998583	16.78553	18.439579	31.02976	32.897186	0	16.78553	0	92.842163	5.8261199	47.724434	19.909843	24.320639	2.7567475	2.3279202	16.78553	28.528318	99.549217	69.300003	0.56510133	5.0874629	2.5914738	7.7391028	240.46582	288.39645	27.133842	0	0	0	121.92396	66.371155	38.498993	222.248	394	26	84
1	1	0.11	6.9586072	-6.3540902	91.084137	0	0	3	4	4	0	17	1	79	1	5	41	28	124.73269	1.5788947	0	0	31	1	0	38	0	6	3	0	0	1.3326027	-2.7082555	-0.53533906	0.57008791	2.7983103	-3.4575281	-0.49517608	0.61683851	2.617969	-2.5167496	-0.35240537	0.76582849	3.0001409	53.713867	11	0.25	17	82	2	44	7	15	0.34090909	62	1	29.407202	24.655199	19.507708	21.553831	19.607506	14.315872	8.9389935	11.048809	1	1	0.73403752	18	1	-0.86244321	-0.38502431	0.072711356	3.0322723	-2.2518301	-0.30274895	0.15165083	2.9726183	-0.62965804	-0.20385195	0.17547545	3.2396348	33.884296	16.350443	10.838806	26.3258	12.618306	8.3247204	8.1021223	9	2	1	1	4.632	16.20363	0	1	22	0	4	13	3	8.0380001	-7.0380001	4.1867185	-3.1867182	0.086267926	0.104457	147.20323	152.89433	21.723097	11.764974	0	12.949531	27.818523	109.67973	78.601562	0	17.742489	19.249496	16.070677	0.13689101	0.8762247	0.39211968	0.057575636	0.12377533	0.60788029	0.06619969	539.60944	241.48085	35.457066	76.225121	374.3537	40.768055	0.5	1	8.0380001	-7.0380001	0.097039066	0.1362603	0.65593749	0.31167036	0.097264938	0.34406254	0.68832964	0.24679759	403.94894	191.93736	59.899105	211.88559	423.89716	151.98648	9	0	4	0.097039066	0.1362603	0.73170733	4.3564839	21.135065	34.384357	38.844074	102.97984	12.313473	0	3.5006065	175.14536	37.736813	218.30763	15.67624	61.848633	52.868294	18.01075	36.397793	0	268.2009	67.894157	139.12669	104.69	0.29629606	6.4594316	4.0119133	10.446366	615.83453	787.6123	50.558907	0	0	5.6825762	442.53326	79.742821	56.241482	578.13696	6438	57	210
CARVEDILOL	1	10.42	4.9821324	-4.5809498	65.651413	0	0	2	3	5	0	12	1	57	1	6	30	23	84.053665	1.4746257	0	0	24	0	0	27	0	2	4	0	0	1.1162866	-2.6404836	-0.61479867	0.63391197	2.6657462	-3.4139419	-0.54183	0.74080265	2.5836306	-2.4590638	-0.4428598	0.79921812	2.8461907	36.584587	10	0.30303031	12	60	3	33	7	10	0.30303031	45	0	20.760939	17.030502	14.333981	16.225405	14.758351	10.201119	7.0812392	9.4326534	2	2	0.7180084	17	1	-0.86569321	-0.38762999	0.068352573	2.7011244	-2.2478211	-0.31966817	0.1519786	2.7182901	-0.63601381	-0.2121999	0.17046376	2.9391186	23.168043	11.743802	6.0810113	17.972641	9.0252857	4.6423969	5.4069405	6	3	1	0	2.5977399	11.653532	0	1	21	1	4	10	0	6.1370001	-5.1389999	3.5349758	-2.5349758	0.098101877	0.15142518	29.263042	134.9128	63.157909	0	10.324173	0	17.238026	63.483059	73.529427	0	0	0	5.6825762	15.278809	0.88247246	0.38262391	0.050769962	0.11752757	0.61737609	0.066757604	364.34622	157.97386	20.961384	48.523582	254.89595	27.562199	0.47058824	0.8888889	6.1370001	-5.1389999	0.08196187	0.17629889	0.65748775	0.40311107	0.050769962	0.34251222	0.59688896	0.29174227	271.45685	166.43239	20.961384	141.41296	246.43742	120.45157	9	1	4	0.08196187	0.17629889	1	2.3385	65.395752	2.7567475	17.468536	78.731674	3.185575	57.412827	4.4107962	194.07503	0	13.243604	11.56082	10.999887	82.181282	0	29.795305	2.7567475	194.07503	81.488419	35.383869	76.889999	0.37824166	6.044394	3.9227822	9.4690714	412.86981	567.52814	13.193845	0	5.6825762	5.6825762	339.21854	6.6995511	32.44334	407.48999	3062	45	154
COCAINE	1	4.3600001	5.3605137	-2.7077501	48.897446	0	0	1	2	2	0	6	1	44	0	2	22	15	64.620628	1.4686506	0	0	17	0	0	22	0	1	4	0	0	1.6746829	-2.7691803	-0.51517975	0.62196952	2.9456966	-3.4913709	-0.49723175	0.62859821	2.7849569	-2.5786014	-0.41133916	0.69619137	3.1324246	31.118553	3	0.125	6	46	2	24	3	5	0.20833333	38	0	15.68987	12.950466	10.817472	11.698306	10.613392	7.7868161	5.2490187	6.2828231	4	0	0.73294151	10	1	-0.88314074	-0.37465954	0.073026456	2.9515159	-2.2587693	-0.28336805	0.13246888	2.8408403	-0.63359302	-0.20556659	0.14748652	3.1285348	16.84375	7.2664361	3.4404707	13.780475	5.8843775	2.7654738	3.6858871	5	1	1	0	2.4230001	8.3405018	0	1	15	1	3	6	0	4.7090001	-3.7090001	2.7638884	-1.7638882	0.12614346	0.18925548	83.167839	91.004982	3.1459606	0	0	29.416998	8.6190128	24.509808	36.764713	0	0	0	27.133842	5.0075121	0.7727201	0.30254129	0.10409458	0.2272799	0.69745874	0.12318531	238.59331	93.415871	32.141354	70.177368	215.3548	38.036011	0.5	1	4.7090001	-3.7090001	0.13994479	0.25856027	0.58023679	0.30254129	0.10409458	0.41976321	0.69745874	0.31566861	179.16011	93.415871	32.141354	129.61057	215.3548	97.469208	5	0	3	0.13994479	0.25856027	1	0.4506	3.1243138	15.490929	60.294579	0	31.458588	68.281059	0	88.215919	56.605217	0	7.9465199	72.848526	0	4.4107962	17.618162	0	144.82114	15.490929	68.281059	57.040001	0.46637034	5.5849624	3.1320431	8.6429224	308.77066	415.26642	27.133842	0	0	0	222.30055	34.424511	27.133842	304.366	1021	36	116
GRANISETRON	1	3.71	5.4306259	-3.0406899	53.551826	0	0	1	2	2	0	9	1	48	1	3	23	17	68.923141	1.4358989	0	0	18	0	0	25	0	4	1	0	0	1.3752601	-2.9105332	-0.53808969	0.6005072	2.9016426	-3.5222826	-0.46577626	0.61092246	2.8048825	-2.6977797	-0.40568143	0.69054574	3.1106377	32.248177	2	0.07692308	10	51	1	26	3	3	0.11538462	40	0	15.974327	13.879662	11.576985	12.405413	11.13103	8.6914167	5.7768402	6.7659864	2	0	0.70254534	11	1	-0.88303483	-0.35915008	0.076503471	2.9665368	-2.2598188	-0.31441119	0.12850673	2.9020333	-0.62984395	-0.20532209	0.14789003	3.1654112	16.467455	6.7188368	3.1327875	12.946752	5.2205324	2.4125071	2.9386497	5	2	1	0	2.3210001	9.0439081	0	1	20	1	4	6	0	4.7179999	-3.7179999	2.6286535	-1.6286535	0.13262679	0.21339859	118.84846	78.884018	0	15.318564	0	12.949531	8.6190128	20.956217	36.764713	0	9.4210396	0	13.566921	0.13689101	0.88818944	0.25627467	0.043439988	0.11181055	0.74372536	0.068370558	280.19302	80.845779	13.703812	35.272354	234.61958	21.568544	0.45454547	0.83333331	4.7179999	-3.7179999	0.15175922	0.25793436	0.63251996	0.24992923	0.07330393	0.36748001	0.75007075	0.29417607	199.53815	78.844017	23.124851	115.92722	236.62135	92.802368	6	0	4	0.15175922	0.25793436	0.52173913	1.2605	21.135065	23.698362	11.945906	0	26.618963	32.897186	0	75.289841	94.342026	32.897186	8.9796896	26.98653	18.439579	18.01075	14.702654	4.7171016	164.91476	5.2587838	65.794373	51.360001	0.46357921	5.7004399	3.2726328	8.7450876	315.46536	446.12778	22.987961	0	0	5.6825762	245.78166	12.949531	28.670536	313.42499	1195	39	128
Methylecgonidine	0	169.82001	3.7700112	-0.97075999	30.972689	1	1	0	0	1	0	0	1	29	0	1	13	9	41.662167	1.4366264	0	0	10	0	0	16	0	1	2	0	0	2.0646048	-2.6864538	-0.32892457	0.44900769	2.8613222	-3.4735198	-0.35634312	0.3708843	2.7288387	-2.480444	-0.22829702	0.45972717	3.0630329	21.685312	1	0.071428575	0	30	2	14	3	2	0.14285715	28	0	9.4222851	8.1698675	6.8533711	7.1378284	6.236382	4.8541903	2.9603434	3.2996597	2	2	0.70603585	6	1	-0.87921947	-0.34862584	0.045724489	2.7225261	-2.2586391	-0.30187708	0.069558106	2.6208918	-0.63303345	-0.18285954	0.05325079	2.9040647	9.5510206	3.6300001	1.5306122	8.3064671	3.1172171	1.3003311	1.9917738	3	1	1	0	1.008	5.0620513	0	1	9	1	2	3	0	3.3710001	-2.3710001	1.9685416	-0.96854162	0.17724162	0.34124523	76.693916	62.716278	7.4113464	0	0	14.708499	8.6190128	0	12.254904	0	0	0	13.566921	2.503756	0.80149508	0.14271638	0.080970936	0.19850491	0.85728359	0.11753397	159.07645	28.325581	16.070677	39.39819	170.14905	23.327513	0.5	1	3.3710001	-2.3710001	0.20943341	0.40447068	0.46501294	0.15384395	0.14271638	0.53498709	0.84615606	0.39227068	92.293266	30.534121	28.325581	106.18136	167.94051	77.855782	3	0	2	0.20943341	0.40447068	1	-0.4648	3.1243138	7.7454643	42.826042	0	0	71.466629	0	17.643185	56.605217	0	4.84127	37.98642	0	0	11.149512	0	74.248398	7.7454643	68.281059	30.74	0.64772749	4.8073549	2.4074042	7.1154976	198.47462	258.12146	13.566921	0	0	0	148.39951	17.212255	13.566921	182.243	225	20	68
MK-499	1	0.123	6.9100947	-4.3866901	73.411789	0	0	2	4	5	0	12	1	63	2	7	33	24	100.51063	1.5954068	0	0	25	0	0	30	0	3	4	0	1	1.127418	-2.8641257	-0.65009534	0.67967838	2.8679545	-3.5147562	-0.58952636	0.62201226	2.784724	-2.6559048	-0.47906283	0.83188301	3.0727038	43.828209	3	0.081081077	12	67	0	37	4	4	0.10810811	54	1	23.216969	19.619574	15.275657	16.725405	15.734027	13.480207	8.5072546	10.276136	2	2	0.75991458	19	1	-0.88101828	-0.40601185	0.09195666	3.122719	-2.2598736	-0.37067971	0.12222276	3.1024482	-0.63006127	-0.21099	0.20029849	3.3333635	24.68371	9.8061228	5.5555553	21.321367	8.4298401	4.7592082	5.446537	7	3	1	0	3.319	12.710644	0	1	28	0	5	6	2	6.947	-5.948	3.2923315	-2.2923315	0.10589378	0.16882427	107.00535	125.20575	12.796158	20.72374	10.324173	0	8.6190128	56.582657	36.764713	0	20.272011	32.016521	0	10.271297	0.86102223	0.35386696	0.095981859	0.13897774	0.64613301	0.042995885	379.35037	155.9072	42.287819	61.231007	284.67416	18.943186	0.47368422	0.89999998	6.947	-5.948	0.19188139	0.16123067	0.64827681	0.32392398	0.14199382	0.35172319	0.67607599	0.20972936	285.61868	142.71487	62.55983	154.96268	297.86652	92.402855	10	0	5	0.19188139	0.16123067	0.18181819	1.816124	39.50943	64.576683	10.622711	84.54026	12.7423	69.427986	0	105.85911	81.942268	8.0001755	12.4856	51.296001	67.444473	0	45.038094	19.161745	219.06953	36.879158	38.331917	103.86	0.35823497	6.2094536	3.9461846	9.7472563	440.58139	616.64557	52.262768	0	0	8.0752068	300.83575	30.405115	73.9049	468.59799	3588	57	186
KETANSERIN	1	0.1	7	-4.4085002	60.319241	0	0	1	2	3	0	12	1	52	1	4	29	20	84.763672	1.6300706	0	0	22	0	1	23	0	3	3	0	0	1.2073241	-2.8055096	-0.60458905	0.68782884	2.8051224	-3.5057173	-0.53807992	0.77515256	2.675674	-2.6022351	-0.45747644	0.74848622	3.0068169	33.180759	5	0.15625	12	55	3	32	4	5	0.15625	40	0	20.380104	15.988716	12.938793	14.518297	14.024878	9.8793449	6.7538891	8.5993195	0	0	0.75801611	17	1	-0.88087499	-0.41350278	0.083699144	2.8695519	-2.2597907	-0.28528664	0.16445385	2.787621	-0.62958091	-0.21605732	0.16306445	3.0754704	22.203125	10.08	5.2577777	16.136017	7.2356482	3.7398481	4.0260186	6	2	1	0	2.5569999	10.838237	0	1	23	1	4	7	0	6.026	-5.026	3.2624824	-2.2624824	0.10680573	0.14832021	40.938095	129.92357	9.0208454	17.077532	0	12.949531	26.059555	73.529427	24.509808	0	0	25.475557	27.133842	0.13689101	0.76275557	0.38987383	0.13638179	0.2372444	0.61012614	0.10086262	294.99927	150.78552	52.746288	91.755379	235.96913	39.009087	0.47058824	0.8888889	6.026	-5.026	0.11450382	0.1908078	0.61294955	0.38987383	0.1055906	0.38705048	0.61012614	0.2814599	237.06108	150.78552	40.837654	149.69357	235.96913	108.85592	9	1	4	0.11450382	0.1908078	1	1.9912	3.1243138	36.911415	9.1210184	73.758316	58.506378	0	0	141.14548	37.736813	41.579079	10.55154	74.71096	18.084427	13.531815	6.37115	20.767498	178.88228	89.53466	0	70.919998	0.38828552	6	3.8183312	9.3775368	386.75464	522.99945	40.700764	0	0	5.6825762	273.53763	38.848595	46.383339	396.44199	2596	48	154
1	1	1.1	5.9586072	-4.3964	49.53286	0	0	1	2	0	0	15	1	42	1	1	22	20	57.328148	1.3649559	0	0	19	0	1	20	0	2	0	0	0	1.5711957	-2.733077	-0.60475749	0.66644192	2.7792437	-3.4135838	-0.49555671	0.75818741	2.6693659	-2.54633	-0.45666	0.8230778	2.9665244	23.72714	2	0.079999998	16	45	0	25	2	2	0.079999998	29	0	14.940947	12.427488	10.972174	12.526733	10.843337	7.9612532	6.4265389	8.4494896	2	2	0.70202601	9	1	-0.87288511	-0.37599283	0.11225561	2.8128119	-2.2475767	-0.2650921	0.165646	2.8685188	-0.63600606	-0.20611417	0.18407759	3.0630167	15.5232	6.8571429	3.04	11.464651	4.9852381	2.1849709	2.5979099	2	3	1	0	4.244	8.8120365	0	1	22	1	4	4	0	4.1329999	-3.1340001	2.4514565	-1.4514565	0.1414191	0.24383058	30.405561	92.799606	5.4672546	8.6190128	0	0	17.238026	16.671984	98.03923	0	0	11.908636	0	0.13689101	0.89589411	0.45063263	0.042823028	0.1041059	0.54936737	0.061282869	252.00266	126.75674	12.045527	29.283552	154.52946	17.238026	0.44444445	0.80000001	4.1329999	-3.1340001	0.12170336	0.28908741	0.72868514	0.48992953	0.066153929	0.27131486	0.5100705	0.20516095	204.96907	137.81041	18.608187	76.317131	143.47578	57.708942	5	0	4	0.12170336	0.28908741	0.59090906	3.2237	18.01075	0	27.131769	36.879158	3.185575	0	4.4107962	169.44809	18.868406	14.960114	8.7648096	0	32.970863	16.78553	17.94261	10.659424	177.65706	36.879158	0	32.400002	0.47938794	5.643856	2.9308963	8.6702995	281.28619	420.75504	0	0	5.6825762	11.365152	241.84669	0	11.365152	295.38098	946	36	120
